Title,Rank,Type,Episodes,Aired,Members,Page_url,image_url,Score
VERSEⁿ: Episodeⁿ - Kuusou,8030,ONA,1,Nov 2021 - Nov 2021,502,https://myanimelist.net/anime/50383/VERSEⁿ__Episodeⁿ_-_Kuusou,https://cdn.myanimelist.net/r/100x140/images/anime/1678/119484.jpg?s=f0744c1fc9f813fe41f54e2ab48a0adf,6.18
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,7747,TV,10,Oct 2017 - Dec 2017,267224,https://myanimelist.net/anime/35712/Boku_no_Kanojo_ga_Majimesugiru_Sho-bitch_na_Ken,https://cdn.myanimelist.net/r/100x140/images/anime/12/87623.jpg?s=4f9c767be7d1754671a34f327bcbcbe0,6.23
Psycho-Pass: Sinners of the System Case.2 - First Guardian,1828,Movie,1,Feb 2019 - Feb 2019,88698,https://myanimelist.net/anime/37441/Psycho-Pass__Sinners_of_the_System_Case2_-_First_Guardian,https://cdn.myanimelist.net/r/100x140/images/anime/1357/96879.jpg?s=b107c16fbd0b97e472140d6955fe3471,7.47
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,1749,Special,1,Jun 2013 - Jun 2013,221388,https://myanimelist.net/anime/16934/Chuunibyou_demo_Koi_ga_Shitai_Kirameki_no_Slapstick_Noel,https://cdn.myanimelist.net/r/100x140/images/anime/7/45512.jpg?s=4c9c38a7f33a85154af572b66935ec4f,7.49
Sono Kinisasete yo: My My Mai,10187,OVA,2,Dec 1993 - Jan 1994,3137,https://myanimelist.net/anime/3095/Sono_Kinisasete_yo__My_My_Mai,https://cdn.myanimelist.net/r/100x140/images/anime/7/25783.jpg?s=0ccfd8f3eb9ee7dde5fe5764751003b4,5.68
Inukami!,2899,TV,26,Apr 2006 - Sep 2006,68660,https://myanimelist.net/anime/940/Inukami,https://cdn.myanimelist.net/r/100x140/images/anime/1405/110246.jpg?s=e4f7afde30b364f3529c7366095ecedb,7.23
Black Bullet,3618,TV,13,Apr 2014 - Jul 2014,897782,https://myanimelist.net/anime/20787/Black_Bullet,https://cdn.myanimelist.net/r/100x140/images/anime/1292/94693.jpg?s=865ab2631d8c41e9166c9282d5715857,7.09
Samurai Mac,10240,Special,1,Dec 2022 - Dec 2022,475,https://myanimelist.net/anime/54024/Samurai_Mac,https://cdn.myanimelist.net/r/100x140/images/anime/1016/132168.jpg?s=9e05737ced3812514e94687b5a116dfd,5.67
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7099,TV,12,Oct 2019 - Dec 2019,254791,https://myanimelist.net/anime/39523/Choujin_Koukousei-tachi_wa_Isekai_demo_Yoyuu_de_Ikinuku_you_desu,https://cdn.myanimelist.net/r/100x140/images/anime/1132/111619.jpg?s=bbaf417aabc855451ab5729793434718,6.36
Arigatou Gomennasai,12538,Movie,1,2009 - 2009,446,https://myanimelist.net/anime/30399/Arigatou_Gomennasai,https://cdn.myanimelist.net/r/100x140/images/anime/2/72930.jpg?s=484dcf96bbf6dbfae8f6f8443dde7757,4.52
Shukufuku no Campanella: La Campanella Della Benedizione,6667,OVA,1,Mar 2011 - Mar 2011,6039,https://myanimelist.net/anime/9924/Shukufuku_no_Campanella__La_Campanella_Della_Benedizione,https://cdn.myanimelist.net/r/100x140/images/anime/11/27462.jpg?s=2f260a9ff40cc934a946faf57a1fd2e2,6.45
Gensoumaden Saiyuuki: Kibou no Zaika,4541,OVA,1,Sep 2002 - Sep 2002,4632,https://myanimelist.net/anime/4476/Gensoumaden_Saiyuuki__Kibou_no_Zaika,https://cdn.myanimelist.net/r/100x140/images/anime/11/8575.jpg?s=95c515212b4641c972aa9b16e40f3955,6.87
Soukyuu no Fafner: Dead Aggressor - Exodus,2235,TV,13,Jan 2015 - Apr 2015,21841,https://myanimelist.net/anime/17080/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus,https://cdn.myanimelist.net/r/100x140/images/anime/5/68565.jpg?s=2553fba367b5f59ffc081415a58ac350,7.37
Pokemon: Pikachu no Fuyuyasumi (2000),6899,OVA,2,Dec 1999 - Dec 1999,9771,https://myanimelist.net/anime/10916/Pokemon__Pikachu_no_Fuyuyasumi_2000,https://cdn.myanimelist.net/r/100x140/images/anime/1910/108234.jpg?s=d2ba119e883ce728f3fb6434da983ae2,6.4
Misaki no Mayoiga,5051,Movie,1,Aug 2021 - Aug 2021,11940,https://myanimelist.net/anime/43755/Misaki_no_Mayoiga,https://cdn.myanimelist.net/r/100x140/images/anime/1472/116571.jpg?s=03e4526a91f88e390222ed41b5fbc543,6.76
Kamen Rider Fourze x Crayon Shin-chan,9997,Special,4,Apr 2012 - Apr 2012,1378,https://myanimelist.net/anime/14095/Kamen_Rider_Fourze_x_Crayon_Shin-chan,https://cdn.myanimelist.net/r/100x140/images/anime/11/38885.jpg?s=0ccc32bc5e246643d447173c7f4bc48f,5.73
Fight Ippatsu! Juuden-chan!!,5833,TV,12,Jun 2009 - Sep 2009,34459,https://myanimelist.net/anime/5973/Fight_Ippatsu_Juuden-chan,https://cdn.myanimelist.net/r/100x140/images/anime/2/12946.jpg?s=0dedbbe4a7e902862e1493ec3ff362d3,6.61
Yuu☆Yuu☆Hakusho Picture Drama,6389,Special,1,Oct 2009 - Oct 2009,11104,https://myanimelist.net/anime/6964/Yuu☆Yuu☆Hakusho_Picture_Drama,https://cdn.myanimelist.net/r/100x140/images/anime/5/19920.jpg?s=1e7c08ece4ad1a0aa8a0d97a898efbe7,6.51
Kanojo to Kanojo no Neko: Everything Flows,1216,TV,4,Mar 2016 - Mar 2016,129066,https://myanimelist.net/anime/32491/Kanojo_to_Kanojo_no_Neko__Everything_Flows,https://cdn.myanimelist.net/r/100x140/images/anime/9/79716.jpg?s=682537fdf1bd79caf9502ff29bde5b2b,7.67
Youkai Ningen Bem: Part II,10383,Special,2,Oct 1992 - Oct 1992,481,https://myanimelist.net/anime/38368/Youkai_Ningen_Bem__Part_II,https://cdn.myanimelist.net/r/100x140/images/anime/1173/94675.jpg?s=0064af4057720cae99cf5939f4308997,5.64
Cutie Honey Universe,11086,TV,12,Apr 2018 - Jun 2018,18667,https://myanimelist.net/anime/36976/Cutie_Honey_Universe,https://cdn.myanimelist.net/r/100x140/images/anime/1879/91014.jpg?s=af443fa257e41120e6b08b6b24993dfa,5.42
"Ijiranaide, Nagatoro-san 2nd Attack",1707,TV,12,Jan 2023 - Mar 2023,246619,https://myanimelist.net/anime/50197/Ijiranaide_Nagatoro-san_2nd_Attack,https://cdn.myanimelist.net/r/100x140/images/anime/1902/129579.jpg?s=65eeb9293532d00bf77d876ddb210725,7.51
Shining Hearts: Shiawase no Pan Specials,9076,Special,6,Jul 2012 - Dec 2012,2499,https://myanimelist.net/anime/15505/Shining_Hearts__Shiawase_no_Pan_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/13/42153.jpg?s=f7f6ff8c90e43893fabad1f07ff3ffb6,5.96
Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,11026,Special,1,Jul 1994 - Jul 1994,956,https://myanimelist.net/anime/15743/Yuugen_Kaisha__Jiken_File_00_-_Hajimari_wa_Ayashiku_mo_Hanayaka_ni,https://cdn.myanimelist.net/r/100x140/images/anime/10/87489.jpg?s=377261c3fe5fca0000ca3303d022ec71,5.44
Future GPX Cyber Formula Saga,2440,OVA,8,Aug 1996 - Jul 1997,2717,https://myanimelist.net/anime/1394/Future_GPX_Cyber_Formula_Saga,https://cdn.myanimelist.net/r/100x140/images/anime/1344/93011.jpg?s=9fe5dfe5ab879be492ce32ce1891b85e,7.32
Chunqiu Feng Shen,7162,ONA,24,Jul 2021 - Nov 2021,690,https://myanimelist.net/anime/49841/Chunqiu_Feng_Shen,https://cdn.myanimelist.net/r/100x140/images/anime/1126/117822.jpg?s=c369d4df65c439dfd7d3c61bb9c407fa,6.35
Mechakko Dotakon,9590,TV,28,Apr 1981 - Oct 1981,553,https://myanimelist.net/anime/6727/Mechakko_Dotakon,https://cdn.myanimelist.net/r/100x140/images/anime/3/61425.jpg?s=e202dd1af51830a443f19203c2271c57,5.84
Zipang,1786,TV,26,Oct 2004 - Apr 2005,21454,https://myanimelist.net/anime/29/Zipang,https://cdn.myanimelist.net/r/100x140/images/anime/13/75740.jpg?s=1266dfdd40484657d506802c4e1c84d2,7.48
Hua Jianghu: Bei Mo Ting,8711,ONA,40,Dec 2016 - Sep 2017,1105,https://myanimelist.net/anime/35650/Hua_Jianghu__Bei_Mo_Ting,https://cdn.myanimelist.net/r/100x140/images/anime/10/85984.jpg?s=01987fc840b241e8fdb86dae565abdda,6.04
"Ijiranaide, Nagatoro-san 2nd Attack Mini Anime",9583,ONA,12,Jan 2023 - Mar 2023,1973,https://myanimelist.net/anime/54133/Ijiranaide_Nagatoro-san_2nd_Attack_Mini_Anime,https://cdn.myanimelist.net/r/100x140/images/anime/1383/132539.jpg?s=a8abf1697bf6e4dcbb383be07cb58b4c,5.84
Tsubasa: Tokyo Revelations,274,OVA,3,Nov 2007 - Mar 2008,93377,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations,https://cdn.myanimelist.net/r/100x140/images/anime/4/49129.jpg?s=46088fe689a3476d0a223ad1f2441285,8.27
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,10268,Special,1,1984 - 1984,708,https://myanimelist.net/anime/34878/Dr_Slump__Arale-chan_-_Penguin_Mura_no_Shouboutai,https://cdn.myanimelist.net/r/100x140/images/anime/7/84158.jpg?s=20db5e90fe12f4182b4e49ad0ef2d17b,5.66
Dies Irae: Irasshai Zonnenji,10645,ONA,18,Jun 2017 - Oct 2017,3175,https://myanimelist.net/anime/36521/Dies_Irae__Irasshai_Zonnenji,https://cdn.myanimelist.net/r/100x140/images/anime/13/88198.jpg?s=8e9843fba67e3f81806ac62491c1b135,5.56
Maria-sama ga Miteru: Haru,1300,TV,13,Jul 2004 - Sep 2004,27099,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru,https://cdn.myanimelist.net/r/100x140/images/anime/9/75208.jpg?s=0597cb47f701b987d3574ebb5bb937ee,7.63
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,8430,Movie,1,Jul 1985 - Jul 1985,1447,https://myanimelist.net/anime/8547/Dr_Slump_Movie_05__Arale-chan_Hoyoyo_Yume_no_Miyako_Mechapolis,https://cdn.myanimelist.net/r/100x140/images/anime/4/23175.jpg?s=cb3f91e2b7ef658cf3eef1691f6c38e0,6.09
Ali Baba to 40-hiki no Touzoku,11036,Movie,1,Jul 1971 - Jul 1971,1696,https://myanimelist.net/anime/3843/Ali_Baba_to_40-hiki_no_Touzoku,https://cdn.myanimelist.net/r/100x140/images/anime/3/6861.jpg?s=6cb3bce36d3992db3a0baf43794626a1,5.43
Akanesasu Shoujo,6776,TV,12,Oct 2018 - Dec 2018,35944,https://myanimelist.net/anime/37561/Akanesasu_Shoujo,https://cdn.myanimelist.net/r/100x140/images/anime/1210/95781.jpg?s=f979965aaf4c8599de022e90bafaa780,6.42
Bai Yao Pu 3rd Season,2426,ONA,12,Jul 2022 - Oct 2022,2305,https://myanimelist.net/anime/50537/Bai_Yao_Pu_3rd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1889/119939.jpg?s=813913de41418b2c9221b1dcbf87be5b,7.32
Shuumatsu no Izetta,5126,TV,12,Oct 2016 - Dec 2016,173269,https://myanimelist.net/anime/33433/Shuumatsu_no_Izetta,https://cdn.myanimelist.net/r/100x140/images/anime/7/82119.jpg?s=c77f05e5251788899cb4aa74b8e2a896,6.75
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,10039,ONA,4,Sep 2020 - Oct 2020,2841,https://myanimelist.net/anime/42855/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita,https://cdn.myanimelist.net/r/100x140/images/anime/1451/122471.jpg?s=c7cc09fb34323d2475feac5ed8d7d065,5.72
Kidou Senshi Zeta Gundam,719,TV,50,Mar 1985 - Feb 1986,71039,https://myanimelist.net/anime/85/Kidou_Senshi_Zeta_Gundam,https://cdn.myanimelist.net/r/100x140/images/anime/6/11153.jpg?s=76cecf714ca7028a314ff286e7022f5e,7.9
Spelunker Sensei,11929,OVA,1,Mar 2011 - Mar 2011,2891,https://myanimelist.net/anime/10406/Spelunker_Sensei,https://cdn.myanimelist.net/r/100x140/images/anime/9/28590.jpg?s=0802c05755e2344e4638bc4c5d994d45,5.07
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,3598,OVA,1,Mar 1995 - Mar 1995,4798,https://myanimelist.net/anime/10825/Ranma_½__Battle_ga_Ippai_29-nin_no_Korinai_Yatsura,https://cdn.myanimelist.net/r/100x140/images/anime/12/29888.jpg?s=cde0e7f94ac98cce764ad353d7b99a59,7.09
Inazuma Eleven: Chou Jigen Dream Match,4211,Movie,1,Jun 2014 - Jun 2014,10709,https://myanimelist.net/anime/24347/Inazuma_Eleven__Chou_Jigen_Dream_Match,https://cdn.myanimelist.net/r/100x140/images/anime/3/62875.jpg?s=89dbefa114016449de1c65da7615e5d5,6.95
Karin,3509,TV,24,Nov 2005 - May 2006,174985,https://myanimelist.net/anime/469/Karin,https://cdn.myanimelist.net/r/100x140/images/anime/3/46833.jpg?s=f7da9800ea3af0de28e4af2dbe4ef920,7.11
Dive!!,8497,TV,12,Jul 2017 - Sep 2017,50796,https://myanimelist.net/anime/34543/Dive,https://cdn.myanimelist.net/r/100x140/images/anime/11/86744.jpg?s=7ce4a77b8479c604e2aef6bb4463718e,6.08
Big X,7297,TV,59,Aug 1964 - Sep 1965,1206,https://myanimelist.net/anime/9613/Big_X,https://cdn.myanimelist.net/r/100x140/images/anime/7/82379.jpg?s=3e7cb94ae5cc4ae83fdde95019179a67,6.32
Otsuki-sama to Oujo,11946,Movie,1,Aug 1983 - Aug 1983,524,https://myanimelist.net/anime/23515/Otsuki-sama_to_Oujo,https://cdn.myanimelist.net/r/100x140/images/anime/11/60689.jpg?s=ffe67a5e494ed165375d80979c7ce4cb,5.05
Detective Conan Movie 18: The Sniper from Another Dimension,514,Movie,1,Apr 2014 - Apr 2014,41399,https://myanimelist.net/anime/21419/Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension,https://cdn.myanimelist.net/r/100x140/images/anime/11/60289.jpg?s=dcfb4010bd42ee38f0526ce7eb345e59,8.06
Wooser no Sono Higurashi: Ken to Pants to Wooser to,9035,Special,1,Mar 2013 - Mar 2013,3214,https://myanimelist.net/anime/16738/Wooser_no_Sono_Higurashi__Ken_to_Pants_to_Wooser_to,https://cdn.myanimelist.net/r/100x140/images/anime/10/45276.jpg?s=b050552f9aebab0de20cd298f292b532,5.97
Quiz Magic Academy: The Original Animation 2,9020,OVA,1,Feb 2010 - Feb 2010,5349,https://myanimelist.net/anime/7549/Quiz_Magic_Academy__The_Original_Animation_2,https://cdn.myanimelist.net/r/100x140/images/anime/11/27241.jpg?s=bf819f0c19f742f3cc4ef737c3b66031,5.97
Boruto: Naruto the Movie,2091,Movie,1,Aug 2015 - Aug 2015,448904,https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/4/78280.jpg?s=e761ab7fc4c38f1efda285d20a41851a,7.4
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,9412,Movie,1,Mar 2007 - Mar 2007,614,https://myanimelist.net/anime/2173/Kouchuu_Ouja_Mushiking_Super_Battle_Movie__Yami_no_Kaizou_Kouchuu,https://cdn.myanimelist.net/r/100x140/images/anime/1556/90998.jpg?s=06379fa3c3bb3c7047b36fdfa0cdba8f,5.88
Detective Conan Movie 10: Requiem of the Detectives,553,Movie,1,Apr 2006 - Apr 2006,54055,https://myanimelist.net/anime/1506/Detective_Conan_Movie_10__Requiem_of_the_Detectives,https://cdn.myanimelist.net/r/100x140/images/anime/1919/94322.jpg?s=31cf0ee163785d355338e12945ed77b3,8.03
Uchuu no Kishi Tekkaman Blade II,7535,OVA,6,Jul 1994 - Apr 1995,4296,https://myanimelist.net/anime/1460/Uchuu_no_Kishi_Tekkaman_Blade_II,https://cdn.myanimelist.net/r/100x140/images/anime/1338/99226.jpg?s=6fa7de9b773bc35b1f59a92c786aa23d,6.28
Wego Graphics,12393,Special,2,Oct 2017 - Jul 2018,295,https://myanimelist.net/anime/38771/Wego_Graphics,https://cdn.myanimelist.net/r/100x140/images/anime/1517/96918.jpg?s=b78278fd1839e025aa233e430cae7f45,4.7
Sore Ike! Anpanman,6246,TV,?,Oct 1988 -,3574,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman,https://cdn.myanimelist.net/r/100x140/images/anime/1902/111797.jpg?s=18963453f06d670a6cdfab5ca591c28c,6.53
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),654,TV,24,Jul 2023 -,55679,https://myanimelist.net/anime/50613/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_2023,https://cdn.myanimelist.net/r/100x140/images/anime/1599/136532.jpg?s=01fc1f3dad11650d16ba3bd19d95a37a,7.95
Ni Zhuan Ci Yuan: AI Jue Qi,7655,ONA,12,Nov 2019 - Jan 2020,975,https://myanimelist.net/anime/40823/Ni_Zhuan_Ci_Yuan__AI_Jue_Qi,https://cdn.myanimelist.net/r/100x140/images/anime/1021/105729.jpg?s=3f415c543b1af413fe0c3a557611000f,6.25
Zhan Shuang Panini,7459,ONA,12,Oct 2020 - Jan 2021,513,https://myanimelist.net/anime/42966/Zhan_Shuang_Panini,https://cdn.myanimelist.net/r/100x140/images/anime/1045/109449.jpg?s=d6209c20670de748a726cde96e045d88,6.3
Maido! Urayasu Tekkin Kazoku,8788,TV,25,Jul 2014 - Dec 2014,1055,https://myanimelist.net/anime/24417/Maido_Urayasu_Tekkin_Kazoku,https://cdn.myanimelist.net/r/100x140/images/anime/3/65115.jpg?s=9fea7cfe2c1707869aaaa47fed848bf6,6.02
Yu☆Gi☆Oh! 5D's,1952,TV,154,Apr 2008 - Mar 2011,136410,https://myanimelist.net/anime/3972/Yu☆Gi☆Oh_5Ds,https://cdn.myanimelist.net/r/100x140/images/anime/1667/103658.jpg?s=31ba1fbb67a4e6a2af751854cb1be69a,7.44
Gin no Guardian II,6338,TV,6,Jan 2018 - Feb 2018,56808,https://myanimelist.net/anime/35757/Gin_no_Guardian_II,https://cdn.myanimelist.net/r/100x140/images/anime/1187/98912.jpg?s=cd2adf1862f05060cbed74f3e3732080,6.51
Action Heroine Cheer Fruits,6311,TV,12,Jul 2017 - Sep 2017,14040,https://myanimelist.net/anime/34800/Action_Heroine_Cheer_Fruits,https://cdn.myanimelist.net/r/100x140/images/anime/12/86741.jpg?s=03d8fe96e43328b44ba5b0d613aab8a6,6.51
One Piece The Planetarium,7857,Movie,1,Jul 2013 - Jul 2013,971,https://myanimelist.net/anime/53880/One_Piece_The_Planetarium,https://cdn.myanimelist.net/r/100x140/images/anime/1348/131891.jpg?s=21bb47f69cd6462978459f6c2d0fba13,6.21
Tenkyuu no Arculs,11113,ONA,1,Jun 2016 - Jun 2016,343,https://myanimelist.net/anime/36638/Tenkyuu_no_Arculs,https://cdn.myanimelist.net/r/100x140/images/anime/9/88534.jpg?s=44fc1f872605c6f72aaf0b04b8dea7aa,5.41
Shoujouji no Tanuki-bayashi,12408,Movie,1,1933 - 1933,1028,https://myanimelist.net/anime/7071/Shoujouji_no_Tanuki-bayashi,https://cdn.myanimelist.net/r/100x140/images/anime/7/16501.jpg?s=44e8bfa7d5b9a3227b65b56462d37255,4.69
Beck,250,TV,26,Oct 2004 - Mar 2005,328103,https://myanimelist.net/anime/57/Beck,https://cdn.myanimelist.net/r/100x140/images/anime/11/11636.jpg?s=fa13c3472fa5aa66ed4aea5560dd1b03,8.29
Qin Shi Ming Yue: Guoqing Tebie Pian,10875,ONA,1,Oct 2015 - Oct 2015,525,https://myanimelist.net/anime/33258/Qin_Shi_Ming_Yue__Guoqing_Tebie_Pian,https://cdn.myanimelist.net/r/100x140/images/anime/12/79956.jpg?s=01e3be60f0a0bdc5913d499aa53f84a3,5.49
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,4319,OVA,1,Nov 1994 - Nov 1994,3997,https://myanimelist.net/anime/2300/Uchuu_no_Kishi_Tekkaman_Blade_OVA__Twin_Blood,https://cdn.myanimelist.net/r/100x140/images/anime/1019/92235.jpg?s=de35d14d6fef0702d1c4283a1d12c341,6.92
Da Zhu Zai,6635,ONA,12,Aug 2019 - Oct 2019,6567,https://myanimelist.net/anime/40233/Da_Zhu_Zai,https://cdn.myanimelist.net/r/100x140/images/anime/1857/102517.jpg?s=a601ccedb2827e7a381246e37c87df26,6.45
Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,12078,ONA,1,Oct 2014 - Oct 2014,550,https://myanimelist.net/anime/27951/Mattsu_to_Yanma_to_Moburi-san_2__Suigun_Otakara_to_Nazotoki_no_Shimajima,https://cdn.myanimelist.net/r/100x140/images/anime/7/68749.jpg?s=44cb31dc2a185ab4f534ae9422d6055a,4.97
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,2274,Movie,1,Mar 2014 - Mar 2014,8125,https://myanimelist.net/anime/19645/Doraemon_Movie_34__Shin_Nobita_no_Daimakyou_-_Peko_to_5-nin_no_Tankentai,https://cdn.myanimelist.net/r/100x140/images/anime/13/72439.jpg?s=84549ea3bd87e87480bd827a87bbd636,7.36
Hong Ling Jin Xia,9582,ONA,1,Sep 2010 - Sep 2010,483,https://myanimelist.net/anime/30058/Hong_Ling_Jin_Xia,https://cdn.myanimelist.net/r/100x140/images/anime/8/72013.jpg?s=ac061000278205526ac44cbdefc6cfcc,5.84
Naze Nani Dendrogram Episode 0,10607,ONA,1,Aug 2019 - Aug 2019,523,https://myanimelist.net/anime/41637/Naze_Nani_Dendrogram_Episode_0,https://cdn.myanimelist.net/r/100x140/images/anime/1445/106926.jpg?s=01cad1b55843f4b75a60c8c8113dcec9,5.57
Magatsu Wahrheit: Zuerst,6094,TV,12,Oct 2020 - Dec 2020,35613,https://myanimelist.net/anime/37599/Magatsu_Wahrheit__Zuerst,https://cdn.myanimelist.net/r/100x140/images/anime/1109/108983.jpg?s=e22c208d3b72353a27144dbc7c5e9887,6.55
Heungnyong Wang gwa Bihodongja,12092,Movie,1,Dec 1982 - Dec 1982,476,https://myanimelist.net/anime/18273/Heungnyong_Wang_gwa_Bihodongja,https://cdn.myanimelist.net/r/100x140/images/anime/4/49023.jpg?s=02fb0e60d278d13777897d39965f1fb3,4.96
Kokoro ga Sakebitagatterunda.,883,Movie,1,Sep 2015 - Sep 2015,320711,https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda,https://cdn.myanimelist.net/r/100x140/images/anime/1245/112628.jpg?s=356ec579168a825977eb380e37736096,7.82
Ningen Shikkaku: Director's Cut-ban,1776,Movie,1,Dec 2009 - Dec 2009,10679,https://myanimelist.net/anime/7651/Ningen_Shikkaku__Directors_Cut-ban,https://cdn.myanimelist.net/r/100x140/images/anime/6/24794.jpg?s=daeadff1b56b10762ca10ee8cae0e5f6,7.48
Nekogami Yaoyorozu Specials,8450,Special,7,Sep 2011 - Mar 2012,1809,https://myanimelist.net/anime/13681/Nekogami_Yaoyorozu_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/1270/129757.jpg?s=ab953daaec459388e832799c92a1cfcf,6.09
Heya Camp△: Sauna to Gohan to Sanrin Bike,1554,Special,1,May 2020 - May 2020,17748,https://myanimelist.net/anime/41061/Heya_Camp△__Sauna_to_Gohan_to_Sanrin_Bike,https://cdn.myanimelist.net/r/100x140/images/anime/1990/105400.jpg?s=ecb646b588e868d6a1b4224739a8e3ee,7.55
Kyou no 5 no 2 (TV),3114,TV,13,Oct 2008 - Dec 2008,35364,https://myanimelist.net/anime/4903/Kyou_no_5_no_2_TV,https://cdn.myanimelist.net/r/100x140/images/anime/5/21096.jpg?s=d88784c8f85165807fc8fb8919628b48,7.19
Channel 5.5,11728,ONA,4,Jan 2014 - Mar 2014,685,https://myanimelist.net/anime/29821/Channel_55,https://cdn.myanimelist.net/r/100x140/images/anime/6/71605.jpg?s=76e190d6db2f2a20f467d8a18a5606bd,5.17
Shaman King (2021): Funbari Onsen Hanjouki,10877,ONA,10,Aug 2021 - Aug 2021,1267,https://myanimelist.net/anime/49708/Shaman_King_2021__Funbari_Onsen_Hanjouki,https://cdn.myanimelist.net/r/100x140/images/anime/1679/117975.jpg?s=10912334a89c018ff90f9f8328c4c028,5.49
Majokko Club Yoningumi: A Kuukan kara no Alien X,10407,OVA,1,Jul 1987 - Jul 1987,1326,https://myanimelist.net/anime/2080/Majokko_Club_Yoningumi__A_Kuukan_kara_no_Alien_X,https://cdn.myanimelist.net/r/100x140/images/anime/1252/104688.jpg?s=b1649822d6cbde7bbf586a0f2aa871e8,5.63
Towa no Quon 5: Souzetsu no Raifuku,1743,Movie,1,Nov 2011 - Nov 2011,34738,https://myanimelist.net/anime/10716/Towa_no_Quon_5__Souzetsu_no_Raifuku,https://cdn.myanimelist.net/r/100x140/images/anime/3/34343.jpg?s=7ba0b0d53ec7b8a911f9091a38c003a0,7.49
Zeno: Kagirinaki Ai ni,7607,Movie,1,May 1999 - May 1999,824,https://myanimelist.net/anime/4790/Zeno__Kagirinaki_Ai_ni,https://cdn.myanimelist.net/r/100x140/images/anime/1246/93600.jpg?s=6a6c7891661928f2b6cc96710d19de66,6.27
IGPX: Immortal Grand Prix (2005) 2nd Season,2805,TV,13,May 2006 - Aug 2006,10900,https://myanimelist.net/anime/1410/IGPX__Immortal_Grand_Prix_2005_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/3/21721.jpg?s=177fb71088474eb85356ef44215a3760,7.25
Ling Long: Incarnation,3219,ONA,6,Jul 2019 - Sep 2019,4991,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,https://cdn.myanimelist.net/r/100x140/images/anime/1055/132737.jpg?s=fc2b9d86e30feff0bf87e03bf7c36afc,7.17
Koutetsu Tenshi Kurumi Encore,5620,OVA,4,Jul 2000 - Oct 2000,6868,https://myanimelist.net/anime/557/Koutetsu_Tenshi_Kurumi_Encore,https://cdn.myanimelist.net/r/100x140/images/anime/4/21112.jpg?s=f1acc8d0220205759139dd81586de9cc,6.65
Black Blood Brothers,3554,TV,12,Sep 2006 - Nov 2006,101444,https://myanimelist.net/anime/1498/Black_Blood_Brothers,https://cdn.myanimelist.net/r/100x140/images/anime/5/13804.jpg?s=8ef8c693a9613ddd87191e3c21fac9d9,7.1
